city,price,area,house type,rooms,bars,furniture,lift,parking,air condition
ראש פינה,4900000,200,וילה,6,0,0,0, פרטית - מקורה, בחדרים ובסלון
קרית אתא,1760000,135,דירת גג,5,0,0,0, פרטית - לא מקורה, מיזוג מרכזי
רמת ישי,2500000,180,דו משפחתי,6,1,0,0, פרטית - לא מקורה, בחדרים ובסלון
באר שבע,1680000,182,דירה,5,1,1,1, פרטית - מקורה, בחדרים ובסלון
לוד,1200000,98,דירה,4,0,1,0, פרטית - לא מקורה, מיזוג מרכזי
ירושלים,1800000,100,דופלקס,4,1,0,0, פרטית - מקורה, בחדרים ובסלון
נס ציונה,2100000,100,דירה,4,0,1,1, פרטית - לא מקורה, בסלון
רמת גן,3200000,205,דירת גג,5,0,0,1, פרטית - מקורה, מיזוג מרכזי
גבעתיים,3600000,150,דירה,5,0,0,1, פרטית - מקורה, מיזוג מרכזי
אשקלון,1920000,190,דופלקס,7,1,1,0, פרטית - לא מקורה, בחדרים ובסלון
גבעתיים,4300000,180,דירת גג,5,0,0,1, פרטית - לא מקורה, מיזוג מרכזי
גבעתיים,3600000,118,דירה,5,0,0,1, פרטית - מקורה, מיזוג מרכזי
רמת גן,3000000,116,פנטהאוז,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
רמת גן,4000000,158,פנטהאוז,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
גבעתיים,3500000,120,דירה,4.5,0,0,1, פרטית - מקורה, מיזוג מרכזי
גבעתיים,4000000,140,דירה,5.5,0,0,1, פרטית - מקורה, מיזוג מרכזי
ירושלים,3600000,140,דירת גן,5.5,0,0,0, אין, בחדרים ובסלון
חדרה,1470000,120,דירה,5,0,0,0, פרטית - מקורה, בחדרים ובסלון
ירושלים,8000000,130,בית פרטי,3,1,1,0, חניה משותפת, אין
אשקלון,1550000,142,דירה,5,0,1,1, פרטית - מקורה, מיזוג מרכזי
רמת גן,3250000,150,מיני פנטהאוז,5,0,0,1, פרטית - מקורה, מיזוג מרכזי
רמת גן,2800000,120,דירה,5,0,0,1, פרטית - מקורה, מיזוג מרכזי
באר שבע,1490000,400,מגרש למגורים,1,0,0,0, אין, אין
באר שבע,1490000,400,מגרש למגורים,1,0,0,0, אין, אין
גבעתיים,4200000,142,דירה,5,0,1,1, פרטית - מקורה, מיזוג מרכזי
גבעתיים,3200000,110,דירה,4,0,1,1, פרטית - מקורה, מיזוג מרכזי
⁸באר שבע,3000000,240,וילה,5,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
גבעתיים,4000000,120,דירה,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
גבעתיים,4500000,150,דירה,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
רמת גן,3300000,130,דירה,4,0,1,1, פרטית - מקורה, מיזוג מרכזי
רמת גן,3000000,125,דירה,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
גבעתיים,3200000,120,דירה,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
גבעתיים,3800000,150,דירה,5,0,0,1, פרטית - מקורה, בחדרים ובסלון
לוד,1400000,90,דירה,4,1,0,1, פרטית - לא מקורה, בחדרים ובסלון
ראש העין,1650000,106,דירה,4.5,0,1,0, פרטית - לא מקורה, בחדרים ובסלון
הוד השרון,140000,80,משק חקלאי,1,0,0,0, אין, אין
מעש,9000000,20000,משק חקלאי,3,0,0,0, פרטית - לא מקורה, אין
 רמון,880000,438,מגרש למגורים,1,0,0,0, אין, אין
רכסים,1500000,110,דירה,5,0,0,0, פרטית - מקורה, אין
קרית מלאכי,1520000,115,דירה,4,0,1,1, פרטית - לא מקורה, מיזוג מרכזי
פתח תקווה,1800000,121,דירה,4,0,1,1, פרטית - לא מקורה, בסלון
אור יהודה,1800000,78,דירה,3,1,0,1, פרטית - מקורה, בחדרים ובסלון
נתניה,3300000,200,דו משפחתי,6.5,1,0,0, אין, בחדרים ובסלון
0אשקלון,1050000,64,דירה,4,0,0,0, רחבה ציבורית, בסלון
בית שאן,410000,90,דירה,4,0,1,0, אין, בחדרים ובסלון
רמת גן,2500000,100,דירה,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
רמת גן,2500000,96,דירה,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
גבעתיים,3500000,110,דירה,4.5,0,0,1, פרטית - מקורה, מיזוג מרכזי
גבעתיים,3000000,120,דירה,4,1,0,1, פרטית - מקורה, מיזוג מרכזי
רמת גן,2680000,110,דירה,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
רמת גן,3000000,148,דירה,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
בת ים,2700000,128,דירה,5,1,1,1, פרטית - מקורה, בחדרים ובסלון
קריית שמואל,1990000,210,דירת גג,8,1,1,0, חניה משותפת, בחדרים ובסלון
פתח תקווה,2390000,110,דופלקס,5,0,0,1, פרטית - מקורה, בחדרים ובסלון
בת ים,1650000,72,דירה,3,0,0,1, אין, בחדרים ובסלון
חיפה,3500000,517,מגרש למגורים,7,0,1,0, ברחוב, בחדרים
גבעתיים,2500000,75,דירה,3,0,0,1, פרטית - מקורה, מיזוג מרכזי
תל אביב יפו,6250000,170,מיני פנטהאוז,5,0,0,1, פרטית - מקורה, מיזוג מרכזי
רמת גן,7000000,240,פנטהאוז,5,0,0,1, פרטית - מקורה, מיזוג מרכזי
רמת גן,3600000,177,דירת גן,5,0,0,1, פרטית - מקורה, מיזוג מרכזי
גבעתיים,3500000,156,דירת גן,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
גבעתיים,3000000,100,דירה,4,0,0,1, פרטית - מקורה, מיזוג מרכזי
אשקלון,1100000,80,דירה,2.5,0,1,1, פרטית - מקורה, מיזוג מרכזי
חיפה,24950000,150,דירה,4.5,0,0,1, פרטית - מקורה, מיני מרכזי
גבעתיים,3200000,130,דירה,5,0,1,1, פרטית - מקורה, מיזוג מרכזי
גבעתיים,3500000,140,דירה,5.5,1,1,1, פרטית - מקורה, מיזוג מרכזי
בר גיורא,5500000,205,בית פרטי,6,0,1,0, פרטית - לא מקורה, בחדרים
קרית מוצקין,950000,100,דירה,4,1,1,0, חניה משותפת, מיזוג מרכזי
בית שמש,1615000,100,דירה,4,1,1,0, אין, בחדרים ובסלון
כרמיאל,3800000,575,בית פרטי,9,1,0,0, פרטית - לא מקורה, בחדרים ובסלון
באר שבע,1550000,113,דירת גן,4,1,1,1, פרטית - לא מקורה, מיזוג מרכזי
חדרה,1550000,132,דירה,4,1,0,1, פרטית - לא מקורה, מיני מרכזי
רחובות,3500000,140,קוטג,5,0,1,0, פרטית - מקורה, מיזוג מרכזי
גן יבנה,6830000,2211,מגרש למגורים,1,0,0,0, אין, אין
טבריה,790000,100,דירה,3,0,1,1, פרטית - לא מקורה, בחדרים ובסלון
חיפה,4300000,174,דו משפחתי,6.5,1,0,0, פרטית - לא מקורה, בחדרים ובסלון
חיפה,24200000,110,דירה,4,0,0,1, פרטית - מקורה, מיני מרכזי
ערד,1350000,200,פנטהאוז,5,1,1,1, פרטית - לא מקורה, מיזוג מרכזי
חדרה,1500000,77,דירה,3,1,0,0, חניה משותפת, בחדרים
בת ים,3590000,120,דירה,4,0,0,1, פרטית - מקורה, בחדרים ובסלון
בת ים,3590000,120,דירה,4,0,0,1, פרטית - מקורה, בחדרים ובסלון
חולון,1420000,75,דירה,3.5,0,0,0, אין, בחדרים ובסלון
טבריה,3,380,יחידת דיור,1,0,1,1, פרטית - לא מקורה, מיני מרכזי
בני ברק,1680000,68,דירה,3,1,1,0, אין, בחדרים ובסלון
כפר הים,1000000,60,דירה,2.5,1,1,1, פרטית - מקורה, מיזוג מרכזי
כפר הים,1100000,80,דירה,4,1,1,1, פרטית - מקורה, מיזוג מרכזי
בני ברק,1890000,85,דירת גן,4,1,1,0, אין, בחדרים ובסלון
בת ים,3620000,140,דירה,4,0,1,1, פרטית - מקורה, מיני מרכזי
5,1200000,0,דירה,3,1,0,1, אין, אין
לוד,1200000,0,דירה,3,1,0,1, אין, אין
טבריה,100000,118,דירה,4,0,0,0, חניה משותפת, מיזוג מרכזי
באר שבע,632078,48,דירה,2.5,1,1,0, אין, בחדרים
פתח תקווה,25000000,1200,מגרש למגורים,5,0,0,0, אין, אין
מיתר,1450000,550,מגרש למגורים,1,0,0,0, אין, אין
אשקלון,1100000,100,פנטהאוז,3,0,0,0, חניה משותפת, בסלון
רמת  השרון ,5250000,537,דו משפחתי,6,1,0,0, אין, בחדרים ובסלון
תל אביב יפו,3700000,105,קוטג,4,1,0,0, פרטית - מקורה, בחדרים ובסלון
אור יהודה,1600000,95,דירה,4,0,1,0, חניה משותפת, מיזוג מרכזי
פתח תקווה,2550000,117,מיני פנטהאוז,4.5,1,0,1, פרטית - לא מקורה, מיזוג מרכזי
נתניה,8900000,206,מיני פנטהאוז,6,0,0,1, פרטית - מקורה, מיני מרכזי
נתניה,2700000,150,דירה,5,0,0,1, פרטית - מקורה, מיני מרכזי
באר שבע,790000,89,דירה,4,0,1,0, חניה משותפת, בסלון
גבעתיים,4950000,162,דירת גג,5,1,1,1, פרטית - מקורה, מיזוג מרכזי
ירושלים,1900000,94,דירה,4,1,0,1, חניה משותפת, בסלון
קרית עקרון,2350000,100,דו משפחתי,4,1,0,0, פרטית - לא מקורה, בחדרים ובסלון
ראשון לציון,2140000,95,דירה,4,0,0,1, פרטית - לא מקורה, אין
באר שבע,785000,73,דירה,4.5,1,1,0, ברחוב, בחדרים ובסלון
חולון,1750000,85,דירה,3.5,1,0,0, אין, בחדרים ובסלון
באר שבע,0,157,דירה,5,0,0,1, פרטית - מקורה, מיני מרכזי
מודיעין עילית,2600000,140,דירת גן,5,0,0,0, אין, אין
בני ברק,200100,100,דירת גג,4.5,1,1,0, ברחוב, בחדרים ובסלון
נס ציונה,2390000,100,דירה,4,0,1,1, פרטית - לא מקורה, מיני מרכזי
קרית ים,1190000,101,דירה,4,0,0,1, חניה משותפת, בחדרים ובסלון
פתח תקווה,2390000,110,דופלקס,5,0,0,1, פרטית - מקורה, בחדרים ובסלון
הרצליה,3800000,86,דירה,3,0,0,1, אין, אין
הרצליה,3800000,86,דירה,3,0,0,1, אין, בחדרים ובסלון
קרית אתא,970000,126,דירה,4,0,0,0, חניה משותפת, בחדרים ובסלון
זכרון יעקב,2700000,172,פנטהאוז,5,0,0,1, פרטית - לא מקורה, בחדרים ובסלון
חולון,1680000,85,דירה,4,0,0,1, ברחוב, בחדרים ובסלון
דימונה,350000,63,דירה,2.5,0,1,0, רחבה ציבורית, בסלון
תל אביב יפו,5000000,67,דירה,3,1,0,0, אין, אין
הרצליה,3900000,220,דירת גן,3,0,0,1, פרטית - מקורה, מיני מרכזי
מכמורת,10000000,2500,משק חקלאי,1,0,0,0, אין, אין
מכמורת,7500000,2500,משק חקלאי,1,0,0,0, אין, אין
נתניה,5800000,180,דירה,5,0,0,1, פרטית - מקורה, מיזוג מרכזי
באר יעקב,2260000,107,דירה,4,0,1,1, פרטית - לא מקורה, בחדרים ובסלון
נתניה,1750000,125,דירה,4,0,0,1, חניה משותפת, בחדרים ובסלון
בת ים,1640000,74,דירה,3,0,0,1, פרטית - מקורה, אין
בית אל,1000000,99,דירה,4.5,0,0,0, ברחוב, בחדרים ובסלון
חיפה,1285000,85,דירה,4,0,1,0, פרטית - לא מקורה, בחדרים ובסלון
ירוחם,410000,472,מגרש למגורים,1,0,0,0, אין, אין
ירושלים,1850000,58,דירה,3,0,0,0, אין, בסלון
הרצליה,2100000,90,דירה,4,1,1,1, רחבה ציבורית, בסלון
Essaouira,80000,72,דירה,3,0,0,0, ברחוב, אין
טבריה,600000,68,דירה,3,1,1,0, אין, בחדרים ובסלון
חיפה,650000,65,דירה,3,0,0,0, אין, בחדרים
טבריה,350000,25,דירה,1.5,0,0,0, אין, בחדרים
בת ים,2880000,0,פנטהאוז,4,0,0,1, פרטית - מקורה, אין
בת ים,1700000,74,דירה,3,0,0,1, פרטית - מקורה, אין
בת ים,1935000,90,דירה,4,0,0,1, פרטית - מקורה, אין
בת ים,1900000,80,דירה,4,0,0,1, פרטית - מקורה, אין
בת ים,1950000,115,דירה,5,0,0,1, פרטית - מקורה, אין
בת ים,2960000,0,פנטהאוז,4,0,0,1, פרטית - מקורה, אין
אופקים,3000000,170,בית פרטי,5,1,0,0, פרטית - מקורה, בחדרים ובסלון
כטבריה,1550000,120,קוטג,7,0,1,0, פרטית - לא מקורה, בחדרים ובסלון
עכו,750000,80,דירה,3,0,0,0, אין, אין
ראשון לציון,1800000,83,דירה,3.5,1,1,1, פרטית - לא מקורה, בחדרים ובסלון
קרית אונו,2550000,126,דירה,5,0,1,1, פרטית - מקורה, מיזוג מרכזי
יבנה,1530000,104,דירה,4,0,0,0, אין, בחדרים ובסלון
טבריה,1380000,120,דירה,4,0,0,1, פרטית - לא מקורה, בחדרים ובסלון
אררמת גן,2350000,106,דירה,4,0,0,1, פרטית - מקורה, בסלון
חד נס,4800000,0,בית פרטי,4,0,0,0, אין, בחדרים ובסלון
ירושלים,1340000,45,דירת גן,2,1,0,0, ברחוב, בסלון
נתניה,2800000,270,קוטג,10,0,1,0, פרטית - מקורה, בחדרים ובסלון
יקנעם עילית,2150000,145,בית פרטי,5.5,1,1,0, פרטית - מקורה, בחדרים ובסלון
צוחר,1280000,150,וילה,5.5,0,0,0, פרטית - מקורה, בחדרים ובסלון
קרית גת,1320000,123,דירה,4,1,0,1, פרטית - מקורה, בחדרים ובסלון
הר אדר,4350000,503,וילה,7,1,0,0, פרטית - מקורה, אין
חיפה,4200000,377,בית פרטי,5,0,0,0, ברחוב, בחדרים ובסלון
תל אביב יפו,2800000,80,דירת גן,3.5,1,0,0, אין, בחדרים
ירושלים,3250000,94,דירה,4.5,1,0,0, ברחוב, בחדרים ובסלון
אור יהודה,1950000,100,דירה,3,1,0,1, פרטית - לא מקורה, מיני מרכזי
כפר תבור,166000,500,נחלה,1,0,0,0, אין, אין
ערד,766000,510,מגרש למגורים,8,0,0,0, אין, אין
רחובות,3950000,110,דו משפחתי,3,1,0,0, פרטית - מקורה, בחדרים ובסלון
קרית ים,365000,25,דירה,1.5,0,1,0, אין, אין
כרמיאל,1345000,112,דירת גן,3,0,0,1, פרטית - לא מקורה, בחדרים ובסלון
כרמיאל,950000,98,דירה,4,0,0,0, ברחוב, בחדרים ובסלון
חיפה,880000,60,דירה,3,1,1,0, אין, בחדרים
שדרות,1350000,127,דירה,5,1,0,0, אין, בחדרים ובסלון
קדומים,1950000,230,קוטג,9,0,1,0, פרטית - לא מקורה, בחדרים ובסלון
ראשון לציון,3800000,220,טריפלקס,5,1,1,0, ברחוב, בחדרים ובסלון
אילת,1750000,111,דו משפחתי,4,1,0,0, אין, בחדרים ובסלון
עכו,2600000,211,פנטהאוז,5,0,0,1, פרטית - מקורה, בחדרים ובסלון
כורזים,5555555,300,וילה,6,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
ראשון לציון,2285000,90,דירה,4,0,0,1, חניה משותפת, בחדרים ובסלון
קרית אתא,1000000,104,דירה,4,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
רחובות,1670000,100,דירה,4,0,0,1, פרטית - לא מקורה, בחדרים ובסלון
לוד,11500000,73,דירה,3,1,0,1, פרטית - מקורה, מיזוג מרכזי
תל אביב יפו,1500000,27,דירת סטודיו,1,1,0,0, אין, בסלון
בת ים,1580000,85,דירה,3,0,1,0, אין, בחדרים
תל אביב יפו,5500000,200,דופלקס,5,0,1,0, פרטית - מקורה, מיזוג מרכזי
חולון,1580000,71,דירה,3,0,0,0, חניה משותפת, בחדרים ובסלון
דימונה,1100000,420,דירת גן,4,0,0,0, פרטית - לא מקורה, בחדרים ובסלון
באר שבע,655000,70,דירה,3.5,0,1,0, אין, בחדרים ובסלון
קרית שמונה,2500000,175,וילה,6.5,1,1,0, פרטית - לא מקורה, בחדרים ובסלון
קרית שמונה,2500000,175,וילה,6.5,1,1,0, פרטית - לא מקורה, בחדרים ובסלון
